id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,,,
3522143,Quiet summer apartment,17736293,Eefje,,Bijlmer-Oost,52.324584742919754,4.978723905390833,Entire home/apt,50,3,3,2015-08-04,0.10,1,0,,,
10907707,Lovely room 15 min to city center. Free parking,56258088,Kofi,,Bijlmer-Oost,52.31760099667676,4.985381723329465,Private room,40,3,106,2017-11-26,4.80,2,127,,,
14591962,Modern Spacious Apartment with free Parking,16435997,Nicky,,Bijlmer-Oost,52.32541751286756,4.977255755054012,Entire home/apt,297,2,3,2017-10-22,1.36,1,359,,,
9268952,"Big apartment, 110m², 2 bedrooms, 2wc,free parking",48144218,Paul,,Bijlmer-Oost,52.32127464362183,4.9696730624067875,Entire home/apt,125,2,43,2017-09-16,1.77,1,0,,,
21593296,Cute cosy room in a lovely neighbourhood.,32075386,Sylvia,,Bijlmer-Oost,52.318210708243946,4.9886683740758,Private room,40,1,7,2017-12-04,6.56,1,360,,,
19130306,"Amsterdam Studio, Parking Free!",90763639,Irina,,Bijlmer-Oost,52.32366792339095,4.959912868332828,Entire home/apt,85,1,17,2017-10-11,2.90,1,0,,,
13925388,"Cozy appartement in Amsterdam, vlakbij de metro",46171946,Gererd,,Bijlmer-Oost,52.31799575944555,4.979164018855348,Entire home/apt,55,1,74,2017-11-20,4.37,2,247,,,
3204444,Two story family house with garden.,16237594,Remco,,Bijlmer-Oost,52.31288905970509,4.980151236699917,Entire home/apt,90,5,2,2014-08-06,0.05,1,0,,,
18645859,New One Bedroom Spot Amsterdam Close to the Centre,129556555,Brandon,,Bijlmer-Oost,52.31764084412495,4.981056414528581,Private room,40,1,34,2017-11-26,5.13,1,166,,,
10663669,"Cozy, spacious appartment",55082978,Anne,,Bijlmer-Oost,52.319543454200065,4.980185386093979,Entire home/apt,40,4,0,,,1,0,,,
21896705,"Private, spacious, newly built house",159757511,Alessandro,,Bijlmer-Oost,52.32649512935804,4.9657562427904365,Entire home/apt,150,3,0,,,1,350,,,
10662701,Modern apartment close to the city!,19214363,Samantha,,Bijlmer-Oost,52.31535252513372,4.9811195839863105,Entire home/apt,100,3,4,2016-05-31,0.18,1,0,,,
19160645,Big private room near Metro station,133980673,Andrei,,Bijlmer-Oost,52.3214137770608,4.968894669176022,Private room,73,2,5,2017-09-11,0.91,1,49,,,
12680964,"Flat, 15min metro Amsterdam center",56894783,Lola,,Bijlmer-Oost,52.32104252028143,4.977695125471293,Private room,30,1,3,2016-06-27,0.16,1,0,,,
21344369,Double room Royal City Bed&breakfast,154303157,Léo Conceição,,Bijlmer-Oost,52.31765431048588,4.965828099792252,Private room,39,1,2,2017-11-10,1.22,1,51,,,
15970340,Spacious Apartment in the vibrant area of A'dam,96074261,Mirthe,,Bijlmer-Oost,52.321369270996186,4.972921344837026,Entire home/apt,650,1,2,2017-07-02,0.37,3,0,,,
15886823,Green oasis in Amsterdam for 2 or 1,47499392,Inge,,Bijlmer-Oost,52.32046543052964,4.986541823698673,Private room,40,2,9,2017-09-27,0.88,6,151,,,
19411524,Room,133405095,Mudasser,,Bijlmer-Oost,52.311808157115976,4.972898558857026,Private room,40,1,0,,,2,177,,,
19842083,Lovely family home just outside Amsterdam centre.,532034,Max,,Bijlmer-Oost,52.32953607624044,4.980296025051711,Entire home/apt,120,4,3,2017-08-12,0.69,1,5,,,
4402514,"12,5m2 privet room in a nice flat",22670971,Ara,,Bijlmer-Oost,52.32075380860257,4.975741186930377,Entire home/apt,80,30,29,2017-04-19,0.78,1,337,,,
16546301,"Studio PRIVATE 18min Center, close to AFAS, ZIGGO",47501089,Mariah,,Bijlmer-Oost,52.31526767476713,4.982268690953537,Private room,48,1,13,2017-11-17,1.16,1,39,,,
14950157,Nice house near Ajax Arena Stadion,94089877,Ajaxarena,,Bijlmer-Oost,52.32261005076944,4.9642859366711045,Private room,55,2,20,2017-10-20,1.37,1,172,,,
7303805,Cozy room in the SE of Amsterdam,23023786,Robert,,Bijlmer-Oost,52.32211295081488,4.9626411051784975,Private room,45,1,7,2015-09-10,0.24,2,0,,,
18089240,Refurbished Amsterdam apartment,41404202,Luc And Deeja,,Bijlmer-Oost,52.318743935185665,4.9816246089696605,Entire home/apt,95,1,7,2017-07-26,0.86,1,5,,,
16750649,"Cozy & Clean studio Amsterdam, 15min City Center,",39949213,Rick,,Bijlmer-Oost,52.3145416415101,4.97724116815823,Entire home/apt,60,1,0,,,1,0,,,
12031955,"Big, sunny spacious house",34267211,Irene,,Bijlmer-Oost,52.32484179665963,4.982480159171627,Entire home/apt,120,5,0,,,1,0,,,
18750842,Spacious house in green oasis in Amsterdam,31812735,Carolina,,Bijlmer-Oost,52.327072969824066,4.979561845049924,Entire home/apt,150,4,2,2017-08-10,0.48,1,11,,,
9115414,staying in green surroundings,47499392,Inge,,Bijlmer-Oost,52.32093767789479,4.987733661319591,Private room,40,2,6,2017-05-26,0.26,6,165,,,
19137909,Studio Apartament in Amsterdam,133774023,Neyo,,Bijlmer-Oost,52.3253993167692,4.970166748545551,Entire home/apt,170,3,0,,,1,87,,,
15818103,2 privat rooms with park arround for 4,47499392,Inge,,Bijlmer-Oost,52.32133417806939,4.988188385191581,Private room,85,2,16,2017-08-17,1.24,6,148,,,
21173167,New design house for ten 15 min from center,20544193,Laura,,Bijlmer-Oost,52.320224348001716,4.960554454992986,Entire home/apt,236,1,6,2017-12-04,3.46,1,84,,,
14684283,Nice room in A'dam SE near nature and heart centre,18991270,Maria,,Bijlmer-Oost,52.317305704668144,4.987757013533223,Private room,43,4,18,2017-11-16,1.22,3,83,,,
20582373,Nice Room/15 minutes to city centre by metro,9561935,Remco,,Bijlmer-Oost,52.31703702091814,4.985950796439531,Private room,45,1,7,2017-11-26,3.62,1,3,,,
20711931,Room,133405095,Mudasser,,Bijlmer-Oost,52.31091158055639,4.974097148871157,Private room,45,10,0,,,2,0,,,
18597963,Nice house in quiet Area(20 min 2 CS)+free Parking,53049256,Ahmad,,Bijlmer-Oost,52.311662406541224,4.975041679852623,Private room,40,1,19,2017-09-19,2.70,2,5,,,
19023941,San Bnb,124384271,Suzy,,Bijlmer-Oost,52.32302198645872,4.964044759088132,Private room,55,2,10,2017-09-20,1.81,1,81,,,
3719167,"Luxe room in A´dam,15 mn to Town, be welcome..",18991270,Maria,,Bijlmer-Oost,52.316710723876675,4.986617637373466,Private room,44,3,40,2017-10-31,1.00,3,34,,,
20422174,Cheap & Cosy room(20min to CS)+free Parking,53049256,Ahmad,,Bijlmer-Oost,52.31234881931262,4.9712005052094685,Private room,39,1,10,2017-11-02,3.19,2,19,,,
591951,House on waterfront-free parking place,2580855,Martine,,Bijlmer-Oost,52.32698144329306,4.982948910311373,Entire home/apt,225,1,38,2017-07-24,0.59,1,356,,,
5957043,Cosy apartment for 2-4 people,30922450,Alex,,Bijlmer-Oost,52.321135439420914,4.965789107853608,Entire home/apt,80,4,6,2016-08-07,0.19,1,0,,,
6741962,Enjoy Amsterdam in a pretty home!,34981705,Silke,,Bijlmer-Oost,52.317592118197275,4.978286264564229,Entire home/apt,125,2,1,2015-08-05,0.04,1,0,,,
7880299,Spacious apartment next to metro,41519829,Marly,,Bijlmer-Oost,52.32344011082727,4.972190539578077,Entire home/apt,85,2,7,2016-09-29,0.27,1,0,,,
20770067,Spacious apartment in Amsterdam,32481492,Willem,,Bijlmer-Oost,52.322693971248306,4.974409588780625,Entire home/apt,100,4,2,2017-11-05,0.90,1,6,,,
13262666,Laid back town house with garden and terrace!,9015391,Elle,,Bijlmer-Oost,52.31946953204911,4.96476080398304,Private room,42,1,13,2017-09-16,0.79,2,0,,,
10670670,Luxery apartment near metro,54165843,Carvalho,,Bijlmer-Oost,52.31637788819628,4.982909355307574,Entire home/apt,130,5,0,,,1,0,,,
12508971,Big appartment (room),67741277,Kevin,,Bijlmer-Oost,52.322464483863165,4.971780573369085,Private room,35,14,0,,,1,0,,,
16761395,Susan Amsterdam BnB,111244373,Susan,,Bijlmer-Oost,52.32281243094467,4.964293317174686,Private room,55,2,25,2017-10-28,2.43,1,357,,,
14191656,"Big room A'dam SE, near park and 8 km from centre",18991270,Maria,,Bijlmer-Oost,52.314873930518964,4.986948652918569,Private room,45,4,6,2016-09-12,0.37,3,291,,,
15963995,big bedroom with view on the park and water,47499392,Inge,,Bijlmer-Oost,52.321267152956445,4.988348802591025,Private room,55,2,9,2017-08-14,1.01,6,167,,,
12850813,Great Apartment for families,70203818,Rachelle,,Bijlmer-Oost,52.31443490337085,4.9823508652376685,Entire home/apt,110,1,1,2016-05-13,0.05,1,0,,,
20777194,Arena,148886206,Edimilson,,Bijlmer-Oost,52.323254140170604,4.972236809198867,Entire home/apt,100,2,6,2017-10-26,1.96,1,26,,,
18005501,New apartment 15 min from center,46171946,Gererd,,Bijlmer-Oost,52.31965074099233,4.978875664786219,Entire home/apt,65,1,35,2017-10-29,4.47,2,89,,,
21070432,A small cosy room in a lovely spacious house,72364281,Tatjana,,Bijlmer-Oost,52.31152627133442,4.974685679930705,Private room,45,1,9,2017-11-29,4.74,1,147,,,
20840641,Nice private double bedroom in shared flat,149528289,Genesio,,Bijlmer-Oost,52.31584828118847,4.965331767423267,Private room,50,2,16,2017-11-26,6.00,1,4,,,
16154724,Spacious room in the vibrant area of Amsterdam,96074261,Mirthe,,Bijlmer-Oost,52.32043447658104,4.964132667992989,Private room,180,1,2,2017-06-18,0.30,3,0,,,
10479859,House with view on the river!,54015357,Martijn,,Noord-Oost,52.387271962868404,4.956628002582922,Entire home/apt,255,1,0,,,1,0,,,
19888153,Bed & Breakfast Zunderdorp,140775798,Wilco,,Noord-Oost,52.41176335255411,4.954368359403136,Private room,75,2,23,2017-12-03,5.52,1,333,,,
19997342,"Quiet, childfriendly and centrally located.",121446002,Annemieke,,Noord-Oost,52.40743312004935,4.933981846092577,Private room,125,1,5,2017-11-26,4.55,1,13,,,
17769751,Amsterdam apartment within Ring A10 free parking,115318695,Pat,,Noord-Oost,52.4029642112968,4.9364125335587685,Private room,83,1,16,2017-06-05,1.87,7,0,,,
13414785,"房间空旷舒适,阿姆斯特丹北坐公交到中心站十五分钟左右,步行到Dam广场",32533816,Ella,,Noord-Oost,52.40234851321929,4.945605172436635,Private room,55,1,27,2017-11-19,1.53,1,44,,,
18799813,Bright modern house with a green waterview.,130869826,Julia Sophie,,Noord-Oost,52.410400215649766,4.930311787880345,Private room,110,3,9,2017-10-23,1.71,1,86,,,
12258399,"Great full house, free parking!",66010425,Ralph,,Noord-Oost,52.40666127314348,4.932477068867378,Entire home/apt,120,2,23,2017-10-02,1.20,1,0,,,
21631058,Sleeping Under The Stars! City&Rural Life Combined,75415761,Iris,,Noord-Oost,52.38503317694669,4.954005295432835,Private room,130,2,0,,,2,349,,,
20242606,lovely apartment,129744934,Kevin,,Noord-Oost,52.395173511435516,4.9443361121305385,Private room,69,3,9,2017-11-19,2.37,1,177,,,
17809110,Light apartment with spacious room in Adam-N!,121718893,Tommy,,Noord-Oost,52.391471186537395,4.9547113256708455,Private room,75,1,8,2017-10-23,1.10,1,63,,,
15442737,Genuine apartement in green & quiet area,21414295,David,,Noord-Oost,52.392848482968084,4.9508214751962845,Entire home/apt,70,3,7,2017-11-26,1.59,2,0,,,
15459025,Spacious dyke house in hip North + free parking,99183853,Henricke,,Noord-Oost,52.39678507277207,4.924355498363656,Entire home/apt,185,3,3,2017-07-31,0.22,1,0,,,
17838096,Entire home & sunny garden near Amsterdam central,10245300,Romy & Vincent,,Noord-Oost,52.39477934179178,4.944952950557522,Entire home/apt,98,7,9,2017-10-30,1.43,1,0,,,
14723562,Full house in calm area with garden + free parking,91647569,Jeroen,,Noord-Oost,52.38639035693635,4.955662956253162,Entire home/apt,88,2,2,2016-09-18,0.13,1,0,,,
17520406,Great 1 bdr appt 15 minutes to centre + terras,2527236,Janine,,Noord-Oost,52.393873880262085,4.95299486273021,Entire home/apt,160,2,0,,,4,0,,,
13653088,Prachtig appartement Amsterdam Noord,73809023,Demian,,Noord-Oost,52.39391933003092,4.955315780324563,Entire home/apt,85,4,5,2017-08-02,0.30,1,0,,,
1375612,Your own apartment on wheels,3040748,Henk,,Noord-Oost,52.395805772608426,4.992438640895119,Private room,74,2,77,2017-10-17,1.46,10,245,,,
2719038,Little House close to Amsterdam,13060291,Aletta,,Noord-Oost,52.39735771428765,5.004451413105496,Entire home/apt,98,1,198,2017-11-26,4.46,1,61,,,
21810980,Beautiful 17th century dike house,156870618,Marianne,,Noord-Oost,52.376027606007625,4.987854941067272,Entire home/apt,130,3,0,,,1,0,,,
6858428,Romantic Houseboat,6199288,Yvonne,,Noord-Oost,52.38174634447294,4.967196918557768,Entire home/apt,80,2,86,2017-11-20,2.95,1,255,,,
13199738,Family house at dyke + great garden + free parking,73931475,Zander,,Noord-Oost,52.37994424797125,5.000105588352865,Entire home/apt,100,2,6,2017-08-26,0.36,1,0,,,
8811789,"Farm 1840, 15 minutes from the centre of Amsterdam",46163296,Raoul,,Noord-Oost,52.39602573549029,4.995210182661925,Entire home/apt,195,3,4,2017-04-17,0.25,1,0,,,
5766152,Boat house just outside Amsterdam,29915748,Femke,,Noord-Oost,52.37590165819068,4.976176668695283,Entire home/apt,220,5,0,,,1,0,,,
13664437,Great house at dyke with amazing garden by water,79441814,Jessica,,Noord-Oost,52.38686681321375,4.955770531671216,Entire home/apt,90,3,1,2016-08-24,0.06,1,0,,,
21103286,"Large 2 bedroom apt near city center, with balcony",152165791,Edwin,,Noord-Oost,52.40058012443394,4.945062742817842,Entire home/apt,120,3,5,2017-11-26,3.13,1,259,,,
6850043,gerenoveerd woonschip-tjalk (1908),24350341,Harold,,Noord-Oost,52.38177509748901,4.965553700830293,Entire home/apt,109,4,11,2017-09-21,0.37,1,79,,,
12387233,Comfortable family vacation home,2939910,Camiel,,Noord-Oost,52.39701352312561,4.959170220563767,Entire home/apt,510,1,0,,,1,364,,,
4851269,comfy big room in a nice apartment,14213099,Karima,,Noord-Oost,52.392433817430764,4.956993975114999,Private room,68,3,2,2016-08-19,0.12,1,28,,,
3180391,B&B in 't Hooi,14547761,Ellen,,Noord-Oost,52.39654120036609,4.9950158134634925,Entire home/apt,110,2,8,2017-10-21,0.19,1,344,,,
3179826,A charming house on a dike!,16124101,Margo,,Noord-Oost,52.38677963821603,4.954623503520729,Entire home/apt,195,3,12,2017-08-14,0.30,1,343,,,
9192196,Appartement the Watersnip,47687781,Greet,,Noord-Oost,52.40939259639596,4.961788397510197,Private room,70,7,14,2017-10-12,0.60,3,288,,,
18872220,Cozey room for 1 or 2,64739102,Aurelia,,Noord-Oost,52.39625370529103,4.95697222558547,Shared room,40,2,8,2017-07-20,1.30,2,64,,,
11015568,Cosy appartment near A'dam central,57151856,Oscar,,Noord-Oost,52.398681489330905,4.936629219830892,Entire home/apt,87,4,2,2016-05-16,0.10,1,0,,,
3753071,Best of 2 worlds in Amsterdam !,14591961,Kris,,Noord-Oost,52.39933085311902,4.932646903429829,Entire home/apt,80,3,24,2017-09-19,0.66,1,33,,,
21147886,Large family house in hip north with free parking,152584447,Anouk,,Noord-Oost,52.407806972277456,4.933221423680305,Entire home/apt,140,2,1,2017-10-22,0.67,1,0,,,
7160841,Your  waggon at the cows paradise,3040748,Henk,,Noord-Oost,52.40653759287596,4.995237782004904,Private room,74,2,50,2017-10-31,1.77,10,247,,,
1338633,Green Space and Calm in Amsterdam,7259166,Mirjam,,Noord-Oost,52.39446585299704,4.945133846763909,Private room,59,4,67,2017-11-27,1.30,1,295,,,
20585216,Great appartment in upcoming neighbourhood,11982567,Jim,,Noord-Oost,52.402111586745086,4.937854358619355,Entire home/apt,150,7,0,,,1,0,,,
14355447,Nice double story appartment,78661445,Fraas,,Noord-Oost,52.398403789431136,4.929351093035154,Shared room,179,2,44,2017-11-28,2.73,1,351,,,
13609091,Great house at Durgerdammerdijk + free parking,78762366,Steffi,,Noord-Oost,52.37918183032429,4.996370322936378,Entire home/apt,155,3,6,2017-08-12,0.36,1,0,,,
4969675,Family dike house with great view,21077937,Hanneke,,Noord-Oost,52.38606915680533,4.957696521637744,Entire home/apt,140,6,10,2017-10-29,0.51,1,310,,,
12691652,Big light appartment 10min to  AmsterdamCityCenter,54779417,Ais,,Noord-Oost,52.39659698185156,4.954086445932673,Entire home/apt,99,1,5,2017-11-12,1.32,1,0,,,
3447998,Unique architects house on a dike,17376998,Jan,,Noord-Oost,52.38673472198049,4.959109987358877,Entire home/apt,130,4,5,2017-08-02,0.17,1,0,,,
20815302,Charming spacious family home,38242764,Margaret,,Noord-Oost,52.38385549874854,4.962468866279667,Entire home/apt,350,3,0,,,1,352,,,
4169219,Amsterdam | Garden | 15 min from central station!,21634661,Patricia,,Noord-Oost,52.39173447734964,4.952974450117651,Entire home/apt,150,2,15,2017-04-16,0.39,1,89,,,
17800761,Nice family home in hip north area | free parking,121639800,Joost,,Noord-Oost,52.40610979760883,4.9320353834818995,Entire home/apt,110,3,4,2017-08-29,0.54,1,2,,,
20090861,Beautiful home with garden 20 min away from centre,4793646,Balázs,,Noord-Oost,52.397368964696014,4.941332652080635,Entire home/apt,100,2,7,2017-10-15,1.81,1,0,,,
3710782,Eco Barge - authentic & charming,18933257,Lot,,Noord-Oost,52.38321681317853,4.964143576125548,Entire home/apt,90,3,7,2016-04-24,0.18,1,275,,,
20042690,Room in apartment Amsterdam Noord,50343222,Yasmin,,Noord-Oost,52.402028545942066,4.935155145043935,Private room,60,2,0,,,1,0,,,
3284802,Spacious room close to center,10170774,Igor,,Noord-Oost,52.40969216375245,4.945237290592887,Private room,70,3,159,2017-11-10,3.76,1,45,,,
3346620,Amsterdam Apartment - Clean Quiet Safe 2,4013546,Xsjong,,Noord-Oost,52.39951527518427,4.951645129825897,Private room,52,2,59,2017-10-16,1.41,2,361,,,
1384479," Mirjam's place 85,- apartment ",7493597,Mirjam,,Noord-Oost,52.40173756881053,4.936887741175289,Entire home/apt,125,2,21,2016-09-12,0.43,1,122,,,
18859385,Cozy room with balcony,131160277,Grace,,Noord-Oost,52.403563899816845,4.936229337869763,Private room,45,2,2,2017-07-30,0.32,1,0,,,
19991473,Cozy family-friendly flat close to the city centre,51742484,Mercedes,,Noord-Oost,52.39684018213465,4.929722808314994,Entire home/apt,150,2,9,2017-10-29,2.14,1,355,,,
13889292,Lovely family house private parking,80415638,Niek,,Noord-Oost,52.38779472140838,4.957843841242903,Entire home/apt,115,3,7,2017-10-24,0.43,1,0,,,
11459382,Simple room with double bed,60265303,Konstantine,,Noord-Oost,52.39825249017214,4.9286089892434815,Private room,53,1,1,2016-04-11,0.05,2,0,,,
17835031,Family Countryside House near Amsterdam,12169710,Maarten En Elien,,Noord-Oost,52.41579562321207,4.97712218503881,Entire home/apt,160,6,3,2017-08-20,0.57,1,9,,,
12251311,Nature & the city @ your fingertips,283269,Manon,,Noord-Oost,52.40697347400426,4.932381891936562,Entire home/apt,200,2,35,2017-09-24,1.82,1,96,,,
6417023,Amsterdam Countryside. Family house,18590000,Sander,,Noord-Oost,52.407576802693406,4.964702082604021,Entire home/apt,75,5,3,2015-08-15,0.10,1,0,,,
20648195,"Farmhouse 10 car mins from Amsterdam, free parking",147644338,Laura,,Noord-Oost,52.40367827848858,4.961546787593078,Entire home/apt,200,2,0,,,1,0,,,
3990045,"Groot, modern, mooi gezinshuis.",7736832,Robert,,Noord-Oost,52.408424733473126,4.934696987880022,Entire home/apt,196,2,7,2017-04-17,0.22,1,16,,,
18145421,Large family dykhouse + garden and free park,125109318,Dominique,,Noord-Oost,52.38472439248632,4.958358040768511,Entire home/apt,180,4,0,,,1,0,,,
6611814,Your own birdsnest on wheels,3040748,Henk,,Noord-Oost,52.41324444611566,4.946152859586055,Private room,72,2,36,2017-09-28,1.19,10,247,,,
19523311,Gezinswoning,93199542,Jeremiah,,Noord-Oost,52.395355590216795,4.955384696583927,Entire home/apt,175,10,1,2017-09-24,0.41,1,98,,,
2940577,Detached family home in center,15013253,Heleen,,Noord-Oost,52.39831470621982,4.925242169361386,Entire home/apt,168,2,2,2017-06-11,0.18,1,0,,,
18865369,Amsterdam Het,65482077,Balazs,,Noord-Oost,52.39721588467846,4.937292179046516,Entire home/apt,78,2,8,2017-09-17,1.25,1,336,,,
