id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,,,
8491286,Hidden gem: Amsterdam North,5144689,Tays,,Noord-West,52.40615646638288,4.896728601206471,Private room,60,1,57,2017-11-19,2.20,1,71,,,
5312713,ROOM WITH GREAT VIEW OVER THE WATER,4781137,Joke En Gerard,,Noord-West,52.40557812300984,4.903993066485962,Private room,90,2,46,2017-11-13,1.42,3,327,,,
3700218,"Picturesque, quiet, free parking",18823161,Marion,,Noord-West,52.41644882082157,4.899884972129541,Private room,75,2,92,2016-10-09,2.27,1,219,,,
19425001,Super Lux Renovated 2BD (3ppl) with free parking,14547965,Elena,,Noord-West,52.40708473129098,4.91030611820519,Entire home/apt,120,2,9,2017-11-27,1.80,1,364,,,
8320288,Apartment Amsterdam free parking 0$ cleaning fee,7613098,Jacqueline,,Noord-West,52.41480209672405,4.891451440953727,Private room,80,2,21,2017-07-16,1.40,1,0,,,
13337449,Lovely house garden front and back!,39273611,Nynke,,Noord-West,52.41449530987744,4.8840546217343945,Entire home/apt,150,7,12,2017-01-03,0.72,1,0,,,
18809243,"Sunny app, 2 pers, 15min to centre, free parking!",110754528,Marc,,Noord-West,52.404423775480076,4.909157840096399,Entire home/apt,100,2,4,2017-08-30,0.63,1,31,,,
6587565,"Blue House Amsterdam, free parking",26294656,Peter En Katja,,Noord-West,52.41849887855857,4.901440020570259,Private room,95,2,109,2017-11-19,3.69,1,162,,,
21103093,IBIZA HOUSEBOATLOFT AMSTERDAM,4781137,Joke En Gerard,,Noord-West,52.403738585188314,4.901254866153866,Private room,100,2,1,2017-10-22,0.68,3,346,,,
164337,Houseboat Amsterdam (15min Centre),783947,Hans,,Noord-West,52.40330587348908,4.905396159504432,Entire home/apt,165,7,31,2014-07-01,0.40,1,0,,,
8618487,Volledig huis 10 minuten vanaf NDSM,32323845,Lesley,,Noord-West,52.4090255068906,4.901030296197062,Entire home/apt,120,1,2,2017-01-01,0.09,1,364,,,
7242227,Room in a spacious flat with a balcony & a garden,24614297,Tadas,,Noord-West,52.40420675024412,4.908045775477179,Private room,55,3,45,2017-08-05,1.54,2,188,,,
17891382,Comfortable familyhouse,38275196,Mario,,Noord-West,52.40916283558404,4.903189406988711,Entire home/apt,155,2,8,2017-11-05,1.03,1,7,,,
9708704,"Comfortable, warm, light room +bike",13123877,Miriam,,Noord-West,52.40830634655873,4.89296076970829,Private room,49,2,6,2017-07-23,0.27,2,0,,,
9708720,Sunny and spacious house + garden!,13123877,Miriam,,Noord-West,52.40665110080804,4.893159844546838,Entire home/apt,99,1,13,2017-08-06,0.63,2,0,,,
21538252,Nice and spacious house with garden!,129396200,Abdurahman,,Noord-West,52.40694578587663,4.903213961838509,Private room,115,2,2,2017-11-19,2,1,168,,,
15640146,Comfortable appartment close to city centre,100616941,Matthijs,,Noord-West,52.41925111399105,4.8880237507929865,Entire home/apt,80,4,1,2017-06-08,0.17,1,63,,,
19186762,Cozy and bright Duplex in Amsterdam North,1739979,Claudia,,Noord-West,52.40515583162704,4.917513148540754,Private room,60,2,3,2017-07-14,0.55,2,0,,,
19444004,Stylish full family house + garden + free parking,136336188,Esther,,Noord-West,52.41933639913292,4.904896497399575,Entire home/apt,150,2,7,2017-08-25,1.58,1,4,,,
18225467,Spacious and comfortable family house (+bakfiets!),1283205,Marieke,,Noord-West,52.41010240356476,4.9014981299987035,Entire home/apt,119,3,4,2017-08-06,0.90,1,2,,,
4630306,Bright and cosy house,17314787,Eva,,Noord-West,52.41703033826859,4.882220657024865,Entire home/apt,75,2,7,2017-03-26,0.22,1,0,,,
15869981,Designer houseboat (170m2) near city centre,7501252,Nina & Remy,,Noord-West,52.41000712668577,4.9024234802352,Entire home/apt,269,4,0,,,1,131,,,
13012178,Beautiful house close to Amsterdam City Centre,15430323,Pyrola,,Noord-West,52.40267311149734,4.908896113582384,Entire home/apt,220,3,17,2017-10-30,0.93,1,4,,,
10063182,Lovely small house in Amsterdam North,21624298,Nina,,Noord-West,52.41320601461693,4.8932764470688115,Entire home/apt,90,4,3,2017-10-29,0.84,1,14,,,
21928993,Luxury Houseboat Amsterdam North (sleeps 4),160020792,Jitze,,Noord-West,52.41073625791016,4.9004793420730675,Entire home/apt,120,3,0,,,1,323,,,
6429875,Spacious house for family / friends,8236804,Elien,,Noord-West,52.40711686965244,4.90413624918011,Entire home/apt,155,2,12,2017-11-12,0.51,2,29,,,
2592291,Large clean house by the canal,13270719,Igor,,Noord-West,52.406955582829696,4.900570237556294,Entire home/apt,145,1,29,2017-06-26,0.65,2,86,,,
6764225,"Ruim huis op 10 min v centrum, gratis parkeren",35410949,Sicco,,Noord-West,52.407976334883486,4.924839884244698,Entire home/apt,139,3,2,2017-08-09,0.12,1,0,,,
8885322,"Large house with garden, 15 min from city center",46125452,Edith,,Noord-West,52.409801538837016,4.924184063670499,Entire home/apt,130,4,23,2017-06-26,1.20,1,0,,,
22024037,Sleep in Amsterdam,131404359,Albrt,,Noord-West,52.42247502523347,4.885366763812574,Private room,36,1,0,,,3,79,,,
18718588,Spacious family home with garden in the NDSM area,54579697,Ilana,,Noord-West,52.406634635177184,4.904639669258865,Entire home/apt,150,2,5,2017-11-19,0.93,1,11,,,
21762187,MODERN 2BR WITH GARDEN IN AMSTERDAM NORTH,54987,Nathan,,Noord-West,52.4211995214566,4.892326320354428,Entire home/apt,550,7,0,,,5,364,,,
9132701,Design studio appartment Amsterdam,12167633,Anouk,,Noord-West,52.418199454261284,4.895403695221058,Private room,85,2,81,2017-12-03,3.18,1,67,,,
15048686,An oasis of tranquility 15 min away from Central!,6936464,Gustavo,,Noord-West,52.41406434972874,4.894458923425859,Entire home/apt,100,1,8,2017-07-29,0.56,1,0,,,
1708244,Amsterdam privat spacious room NDSM,8817734,Gert & Nienke,,Noord-West,52.40779075545296,4.9011009103002,Private room,79,2,138,2017-12-03,3.11,1,319,,,
7049460,Family house with garden NDSM,5689155,Lotte,,Noord-West,52.41468291469318,4.881594417787742,Entire home/apt,93,2,10,2017-08-15,0.35,1,0,,,
20127830,Spacious cozy & hip private flat with a balcony,24614297,Tadas,,Noord-West,52.403880316110396,4.908275135324779,Entire home/apt,80,2,2,2017-11-20,0.71,2,36,,,
1155432,Luxury houseboat Amsterdam canal I,6331960,Joost,,Noord-West,52.40687754769115,4.9052880357680175,Entire home/apt,160,3,32,2017-04-17,0.60,1,277,,,
3582360,Big room with garden in quiet neighborhood!!,18043518,Sophia,,Noord-West,52.4083004035185,4.891539891443221,Private room,80,2,0,,,1,0,,,
13836709,Moderne and Arty Space in Amsterdam North,21866990,Berith,,Noord-West,52.40584148877565,4.915670663583605,Private room,51,2,73,2017-11-25,5.17,1,59,,,
13836784,Houseboat Amsterdam North,517215,Niels En Viv (Welcome Back),,Noord-West,52.409183364619814,4.900973652304761,Entire home/apt,195,3,0,,,52,279,,,
12296697,Big houseboat in Amsterdam with garden,26281733,Maarten,,Noord-West,52.404427097931226,4.903896708058198,Entire home/apt,169,7,3,2017-01-04,0.19,1,337,,,
21307951,Lovely spacious family house in Amsterdam,48491702,Martijn,,Noord-West,52.4091914527968,4.903571845118273,Entire home/apt,125,3,0,,,1,98,,,
19866276,"Attractive, clean and bright apartment with garden",44413092,Wilma,,Noord-West,52.41314758923011,4.919739430809871,Entire home/apt,100,3,6,2017-10-27,1.44,1,5,,,
14623521,"4 Bedroom House, 15 min. from Central Station!",4140155,Lianne,,Noord-West,52.410611359491064,4.901277929527046,Entire home/apt,119,3,4,2017-08-05,0.29,1,27,,,
16425793,Floating Dream House,10776192,Daniel,,Noord-West,52.40988566935692,4.900640805507548,Entire home/apt,150,3,5,2017-11-03,1.24,2,83,,,
6300592,Double Room New Centraal,2336797,Adam,,Noord-West,52.4103878421073,4.90345769422496,Private room,60,3,1,2015-05-19,0.03,1,0,,,
18486565,Beautiful and spacious apartment,128256341,Lucy,,Noord-West,52.404275111936826,4.900708939872006,Entire home/apt,85,2,23,2017-09-08,3.35,1,0,,,
7306822,room for 2 person,38276545,Claudine,,Noord-West,52.407041035938406,4.915531065398739,Private room,60,2,70,2017-12-03,2.41,1,328,,,
916850,"Urban Villa, bright and spacious!",4922720,Angela,,Noord-West,52.40509478603962,4.903170414236014,Entire home/apt,255,2,40,2017-11-11,0.72,1,362,,,
18539607,Stay in a Cosy Caravan @ campsite of choice,11944049,Maik,,Noord-West,52.410519220817285,4.908005712560339,Private room,35,2,13,2017-09-24,1.83,5,330,,,
19686316,SPACIOUS home +  sunny terrace!!!,113977564,Willem,,Noord-West,52.40484485211346,4.9007642318927855,Entire home/apt,149,2,1,2017-09-02,0.32,112,0,,,
1828391,"Great house, 10 min to Centre",9566467,Pien,,Noord-West,52.403464874444566,4.907951071789985,Entire home/apt,200,5,7,2017-10-29,0.44,1,7,,,
6212033,Beautiful luxurious Loft,8236804,Elien,,Noord-West,52.40831266361912,4.904830410430274,Entire home/apt,95,3,37,2017-03-20,1.19,2,28,,,
13132427,Spacious family house (15 min from city center),73142277,Maike & Marc,,Noord-West,52.40247834465825,4.907594001096025,Entire home/apt,175,4,1,2016-07-23,0.06,1,0,,,
9986641,Nice and modern appartment in North,51312033,Nicolas,,Noord-West,52.40344387826899,4.91735364774207,Private room,60,3,22,2017-11-13,0.98,1,6,,,
21061749,Cute and cozy room.,39675891,Alx And Daughter,,Noord-West,52.40714047435443,4.911245186665448,Private room,60,3,3,2017-11-19,1.41,2,350,,,
8020016,"Fijne kamer, gratis parkeren!",30200994,Yanna,,Noord-West,52.40112586207449,4.912017924223625,Private room,52,1,152,2017-12-03,5.49,1,14,,,
2056256,Family house in Amsterdam Noord,7415931,Maaike,,Noord-West,52.41012352988679,4.889259608866274,Entire home/apt,219,2,3,2017-04-15,0.16,1,365,,,
21749717,Luxury houseboat,30598453,Joost,,Noord-West,52.40706308934538,4.906787689829807,Entire home/apt,160,3,0,,,1,24,,,
21159884,"Amsterdam-Noord,",97645656,Fatima,,Noord-West,52.40584346855719,4.910313931266783,Entire home/apt,152,2,3,2017-11-26,3,1,10,,,
15556436,Lovely bedroom in Amsterdam Noord,100149568,Chong & Maria,,Noord-West,52.418374184771814,4.892148597791116,Private room,50,2,63,2017-11-27,6.68,2,340,,,
16109517,Bright apartment with A'dam Tower view!,105028943,Daria,,Noord-West,52.40512172068553,4.919025702796803,Entire home/apt,125,2,1,2017-05-14,0.09,1,30,,,
22076606,Floating dream apartment,9394566,Yaniv,,Noord-West,52.409808059636156,4.901553400150314,Entire home/apt,70,1,0,,,1,52,,,
874340,The Room Upstairs - Free parking,4615590,Marta,,Noord-West,52.423647392541575,4.887019217701105,Private room,60,1,310,2017-12-02,5.53,3,336,,,
20105332,"Big family house with flowergarden, free parking",4876295,Bart,,Noord-West,52.420912023082884,4.89453799716239,Entire home/apt,195,3,0,,,1,0,,,
9424671,Hist. Monument 15min from Centr. St,14623757,Martine,,Noord-West,52.414098656757666,4.906474718184564,Entire home/apt,149,2,63,2017-04-17,2.57,1,0,,,
4282686,The North is the Place to Be !,22233513,Jeroen,,Noord-West,52.40716003312525,4.9148460367653115,Private room,62,2,192,2017-11-28,5.39,1,351,,,
17488195,Lovely home with garden in Amsterdam!,67879490,Andrea,,Noord-West,52.414461263263654,4.892038174138145,Entire home/apt,125,2,16,2017-08-02,1.88,1,59,,,
7097981,Family House with big garden,37203380,Simonetta,,Noord-West,52.41070985994159,4.907993266299391,Entire home/apt,200,3,3,2016-01-03,0.11,1,297,,,
16835515,New: Spacious family house in Amsterdam north!,1685462,Beathe,,Noord-West,52.40477750958407,4.899538986616747,Entire home/apt,90,3,1,2017-08-25,0.29,1,302,,,
20927847,Chef's lair: Food and Music for you,4926033,Abraham,,Noord-West,52.41286381737932,4.889498468322816,Shared room,70,2,7,2017-11-27,2.73,1,73,,,
12145761,Complete house with garden at trending NDSM!,2778326,Johan,,Noord-West,52.41529174245271,4.890980888063365,Entire home/apt,80,3,1,2016-10-02,0.07,1,0,,,
2362966,Unique studio in old horse stables,12069700,Edwin,,Noord-West,52.422232173421996,4.890982224849556,Entire home/apt,135,2,41,2017-07-17,1.58,2,57,,,
18305706,Stay in a cool Red Fire Truck @ campsite of choice,11944049,Maik,,Noord-West,52.40970624520677,4.906911271625208,Private room,30,2,11,2017-10-17,1.66,5,333,,,
21615839,APPARTMENT CLOSE TO AMSTERDAM CENTER,157134705,Kim,,Noord-West,52.409740212965744,4.8959897456041315,Private room,60,1,0,,,1,84,,,
16372941,Beautiful apartment in upcoming North of Amsterdam,107230919,Anne,,Noord-West,52.40755848157557,4.898796410440119,Entire home/apt,150,2,0,,,1,0,,,
11522276,Family house,32947039,Joop,,Noord-West,52.402623934053366,4.90830363851787,Entire home/apt,206,2,7,2017-10-29,0.34,1,0,,,
20369617,House with garden in Amsterdam,145291388,Matthijs,,Noord-West,52.40337840880878,4.917903089186001,Entire home/apt,200,2,4,2017-09-18,1.35,1,0,,,
15880053,Greenhaven Noord,82368415,Tanya,,Noord-West,52.41693315373928,4.896992907518852,Private room,54,1,45,2017-11-19,3.47,1,67,,,
6344463,Appartement te Amsterdam,33043121,Gulsen,,Noord-West,52.42002643712823,4.888756149512843,Entire home/apt,170,1,37,2017-07-02,1.19,1,247,,,
20238854,Cosy family house in Amsterdam North near 'het IJ',143312497,E.B.,,Noord-West,52.41468029875136,4.8933022210819335,Entire home/apt,90,3,2,2017-08-20,0.53,1,0,,,
17093014,Clean & roomy close to Amsterdam City Center+WIFI,114647706,Altagracia,,Noord-West,52.405858210408795,4.9140312407310205,Private room,23,4,43,2017-11-04,4.43,3,4,,,
14339440,Guest room close to Centre Station,50799724,Xuhui,,Noord-West,52.40431658419109,4.909595046086737,Private room,59,1,121,2017-12-02,7.50,1,348,,,
9358665,Private room in familyhome,30085493,Erwin,,Noord-West,52.40216585111265,4.912873894243796,Private room,65,1,47,2017-11-19,2.00,1,0,,,
9949257,Familyhouse in garden village,51129013,Emmy,,Noord-West,52.41576682095078,4.884025152802023,Entire home/apt,145,3,17,2017-05-22,0.76,1,209,,,
18534389,Stay in a chicken caravan @ campsite of choice,11944049,Maik,,Noord-West,52.409989423780374,4.906408055501765,Entire home/apt,30,2,7,2017-09-28,1.02,5,333,,,
18205663,Private studio on a living boat,17098981,Casper,,Noord-West,52.40796642557027,4.900067900094327,Entire home/apt,80,2,1,2017-04-20,0.13,1,0,,,
18303077,Comfortable apt in up and coming North,126584749,Carolien,,Noord-West,52.412705443821345,4.882826047940613,Entire home/apt,90,3,2,2017-05-16,0.28,1,0,,,
1833963,Private shower/ Free Parking/ Upcoming NDSM area,9590018,The Old Bath House,,Noord-West,52.416506665942606,4.87891867052098,Private room,59,1,210,2017-11-25,4.22,2,55,,,
13924621,Great place in the North of Amsterdam,82691777,Amanda,,Noord-West,52.42088591412777,4.89199752264965,Entire home/apt,120,13,0,,,1,0,,,
10582829,Family-house near town ánd nature,25338916,Michelle,,Noord-West,52.41320534360121,4.908728654042709,Entire home/apt,175,12,1,2016-08-10,0.06,1,24,,,
17462676,Room in Amsterdam Noord,100149568,Chong & Maria,,Noord-West,52.41865797861362,4.890773718921858,Private room,51,1,50,2017-11-26,6.05,2,351,,,
14054735,Unique apartment (110m2) in old cow stables,12069700,Edwin,,Noord-West,52.42136859581595,4.889920506296076,Entire home/apt,170,2,44,2017-10-07,2.84,2,55,,,
6223768,Cozy gardenhouse in Amsterdam,32276005,Zita,,Noord-West,52.42005888355176,4.895374748119271,Private room,89,2,135,2017-11-01,4.27,1,197,,,
11943431,Comfortable House for Family with Small Children,63767139,Thijs,,Noord-West,52.40770175767706,4.90536223868938,Entire home/apt,100,6,1,2016-08-11,0.06,1,15,,,
9074767,,47328696,Rowan,,Noord-West,52.40171500908533,4.914017728807171,Entire home/apt,70,5,6,2017-04-16,0.34,1,0,,,
20115957,Authentic Garden Village House,142984096,Pauline,,Noord-West,52.415413323543966,4.88335869366926,Entire home/apt,100,5,15,2017-11-14,4.46,1,13,,,
5403090,Nice room with breakfast for 2 p.,6559278,Sandra,,Noord-West,52.421171111628325,4.901331710479738,Private room,55,2,57,2017-07-25,1.70,2,0,,,
9269326,Relax in Quiet Comfy Style,48146191,Francine,,Noord-West,52.420522564144804,4.891265979600841,Private room,55,2,21,2017-04-07,0.85,1,306,,,
8385328,Beautiful dike house in picturesque Amsterdam,5290998,Klaartje,,Noord-West,52.40087899130336,4.920708979740623,Entire home/apt,150,5,4,2017-08-07,0.15,1,0,,,
12120837,Spacious room near Amsterdam Central,64618288,Andra,,Noord-West,52.42343234181899,4.885000010453068,Private room,60,2,47,2017-11-12,2.45,2,361,,,
20181775,B&B Miami Vice,77484,Annelies,,Noord-West,52.40625210057957,4.906791186470249,Private room,85,2,11,2017-11-12,3.33,10,46,,,
3568357,Spacious and light A'dam apartment,14837629,Simone,,Noord-West,52.404042015417154,4.900853956913756,Entire home/apt,75,2,22,2016-07-09,0.55,1,0,,,
8252909,Agua Room - FireJuice Amsterdam,3335546,Sonia,,Noord-West,52.42282698575084,4.892090239033956,Private room,70,1,48,2017-11-06,1.77,2,61,,,
21524869,Large 2 bedroom apartment Amsterdam North,7594884,"Ruben, Sarah & Lindy",,Noord-West,52.40752404801743,4.915910842645837,Entire home/apt,129,3,0,,,33,28,,,
15528234,Charming apartment  Free parking,83661537,Saguymi,,Noord-West,52.41375731895474,4.91931573974183,Entire home/apt,250,2,3,2017-01-15,0.22,1,91,,,
5223111,B & B organic room with a green view in Amsterdam,11117054,Edmee,,Noord-West,52.41727663906916,4.905429268966305,Private room,65,2,102,2017-11-13,3.01,1,15,,,
13921682,Nice House near the NDSM Wharf,31535438,Arend,,Noord-West,52.40632603294351,4.902494001534184,Entire home/apt,111,3,1,2016-08-15,0.06,1,0,,,
9366344,Charming Studio Amsterdam North,21406789,Eline,,Noord-West,52.41661305950058,4.883068345769144,Entire home/apt,66,3,24,2017-11-04,0.96,1,334,,,
19581476,Apartment with garden in Amsterdam,43846808,Laurens,,Noord-West,52.40948837513227,4.921365993964376,Entire home/apt,175,7,4,2017-08-13,0.80,1,32,,,
17791932,"Convenient, Clean, Cute Studio!",50818509,Monique,,Noord-West,52.408475001239935,4.917681837663264,Entire home/apt,90,3,15,2017-10-22,1.93,1,30,,,
18540882,Bright & modern house near NDSM,19224052,Inge,,Noord-West,52.41198298203492,4.885223535221642,Entire home/apt,80,3,5,2017-05-29,0.74,1,0,,,
21261630,Lovely family house in trendy Amsterdam North,13685175,Collin,,Noord-West,52.41637616633558,4.886409949101439,Entire home/apt,120,6,1,2017-11-04,0.94,1,0,,,
1928474,"NDSM Amsterdam North, for families",9988208,Erik,,Noord-West,52.40895089938002,4.899948184321923,Entire home/apt,159,4,5,2017-08-11,0.13,1,135,,,
14609502,Private Studio Deluxe+Private Bathroom and Toilet,90658584,Ria,,Noord-West,52.40591027645865,4.910844796556082,Private room,60,2,78,2017-12-03,5.11,1,168,,,
16050056,Big delightfull spacious room in gorgeous home,15712909,Nima,,Noord-West,52.41042140295529,4.893002373956404,Private room,80,2,32,2017-11-26,2.57,3,163,,,
2910674,Uniek gelegen familiehuis,14870124,Sandra,,Noord-West,52.41838840463818,4.903857461150053,Entire home/apt,150,3,16,2017-10-29,0.40,1,0,,,
12839333,"Idyllic, peaceful house + garden in trendy area!",4736257,Iva,,Noord-West,52.4151893295027,4.89240029216991,Entire home/apt,85,5,6,2017-10-24,0.36,1,4,,,
13330153,Big family house @ industrial wharf area Amsterdam,6828517,Emely,,Noord-West,52.407764997985275,4.902479195305488,Entire home/apt,200,5,4,2017-08-14,0.23,1,3,,,
15953085,Child friendly spacious house in Amsterdam North,17285554,Luuk,,Noord-West,52.408060700208665,4.905051733555239,Entire home/apt,139,1,8,2017-10-29,0.71,1,44,,,
15526493,Sunny apartment near upcoming NDSM!,15823160,Julia,,Noord-West,52.409646785738175,4.892259353187905,Entire home/apt,99,2,12,2017-06-28,0.90,1,0,,,
18803263,Apartment next to the center of Amsterdam!,84754185,Jesper,,Noord-West,52.40669162419417,4.916432458321156,Entire home/apt,120,2,11,2017-11-12,2.10,1,354,,,
19352057,Nice spacious room in upcoming north!,38698132,Irena,,Noord-West,52.412987014269774,4.918472221514122,Private room,50,1,23,2017-09-19,4.31,1,0,,,
17196828,TOP FLOOR STUDIO SUNNY TERRACE FREE PARKING,78481598,Pauline,,Noord-West,52.40702224462623,4.912505819531593,Private room,90,3,29,2017-10-29,3.41,1,246,,,
21056004,"Cute villagehouse for families, near NDSM",128191971,Merel,,Noord-West,52.41511897850324,4.884179633983826,Entire home/apt,150,3,0,,,1,79,,,
18649535,Private 1-bedroom Suite 20-25 minutes from center,2205273,Duane,,Noord-West,52.42222779929323,4.886784744004273,Private room,76,2,27,2017-11-12,4.09,1,31,,,
11558669,Beautiful Houseboat with Big Garden,1937861,Guy&Bianca,,Noord-West,52.41058952697544,4.904863320083038,Entire home/apt,150,5,1,2016-03-08,0.05,1,0,,,
19838637,Paradise boat in Amsterdam-North,65859990,Martijn,,Noord-West,52.40499094665817,4.906369435467943,Entire home/apt,100,2,1,2017-08-01,0.24,58,0,,,
4961851,Spacious and Cozy Apartment,25578633,Benjamin,,Noord-West,52.406569490585696,4.908171581123927,Entire home/apt,112,2,94,2017-07-16,2.78,1,346,,,
13711578,Historical 1934 Family Home,11969034,Raul,,Noord-West,52.401826274185815,4.914041226674606,Entire home/apt,134,6,4,2017-01-07,0.24,13,0,,,
18063053,Spacious family house in Amsterdam,76579499,Marly,,Noord-West,52.40412239608777,4.916742652913241,Entire home/apt,120,2,4,2017-08-17,0.56,1,0,,,
19149866,"""lovely house, with a garden"" Amsterdam-Noord",118548875,Hannah,,Noord-West,52.410907628326264,4.8866549130373285,Entire home/apt,95,2,4,2017-08-16,0.70,1,1,,,
17643789,The Rooms Up & Downstairs - Free parking,4615590,Marta,,Noord-West,52.42332128940175,4.8874075908685395,Private room,120,2,3,2017-10-04,0.68,3,306,,,
20050763,Swimming paradise on charming houseboat,4190216,Niels,,Noord-West,52.40491094497813,4.904934290141811,Entire home/apt,125,3,2,2017-10-02,0.48,1,32,,,
1291054,The Room Downstairs - Free parking,4615590,Marta,,Noord-West,52.42349770077537,4.888058686921706,Private room,60,1,284,2017-11-18,5.31,3,321,,,
5403528,Fijn huis in rustige buurt ,6559278,Sandra,,Noord-West,52.41965715227206,4.902989646507225,Entire home/apt,125,5,12,2017-08-19,0.39,2,0,,,
17245735,"House & garden, 15 min city centre, free parking",116205357,Kitty,,Noord-West,52.40932146584562,4.925786927407222,Entire home/apt,120,4,9,2017-06-28,1.15,1,0,,,
13671821,"A romantic, comfortable sailing boat",5203922,Arjen & Lisa,,Noord-West,52.40327799798664,4.8993500191024255,Entire home/apt,95,2,11,2017-05-30,0.63,1,0,,,
13611328,Quiet room in cozy apartment at upcoming Noord,78784301,Verena,,Noord-West,52.40431897249132,4.909680705551546,Private room,35,1,17,2017-02-05,0.99,1,0,,,
21836042,Big bedroom in family home in Amsterdam,131404359,Albrt,,Noord-West,52.42271577562383,4.890122983661668,Private room,55,1,0,,,3,82,,,
18100432,Small room close to Amsterdam CS,114647706,Altagracia,,Noord-West,52.4074252169259,4.913880969647147,Private room,24,4,32,2017-11-23,4.05,3,4,,,
13431496,Leuke gezinswoning met ruime tuin.,49017577,Jan-Willem,,Noord-West,52.41394822036988,4.919322989640879,Entire home/apt,145,5,5,2017-07-26,0.30,1,40,,,
18177973,Spacious room near Amsterdam Centre,114647706,Altagracia,,Noord-West,52.40722087861272,4.91481129757751,Private room,56,4,20,2017-11-19,2.62,3,6,,,
6022379,Be Home in A'dam Noord+free parking,10507416,Reto & Tania,,Noord-West,52.4085471522564,4.901864310808434,Entire home/apt,115,1,29,2017-09-24,0.94,1,40,,,
21874788,Lovely family house with garden and free parking!,159568142,Kenny,,Noord-West,52.40986425102658,4.887763610441877,Entire home/apt,90,3,0,,,1,60,,,
6828574,"House with garden, 15 min downtown.",35770841,Elin,,Noord-West,52.414198429717715,4.884270495699708,Entire home/apt,78,3,12,2017-08-31,0.42,1,2,,,
15577083,"Spacious house in a green, quiet neighbourhood.",3601645,Ivar,,Noord-West,52.4134111203049,4.881525818608912,Entire home/apt,120,5,0,,,1,0,,,
11251439,"Cozy appartment, 77m2, free parking",19647281,Lindsy,,Noord-West,52.403448886914155,4.898706337776156,Entire home/apt,120,2,8,2016-09-13,0.39,1,0,,,
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,,Noord-West,52.42037138379263,4.894702949373991,Entire home/apt,129,3,12,2017-09-12,0.22,1,364,,,
2097548,Big Familyhouse+ bikes 10 mn centre,3188453,Mark,,Noord-West,52.404403447884995,4.920124036874879,Entire home/apt,150,3,16,2017-07-29,0.33,1,306,,,
8982238,Lovely home in Amsterdam,46927948,Inge,,Noord-West,52.41340396260742,4.881382931747115,Entire home/apt,79,1,2,2015-12-21,0.08,1,0,,,
15076339,Friendly and artistic home,93480630,Yannick,,Noord-West,52.40860149631582,4.922094493926608,Private room,57,1,1,2017-04-13,0.07,1,0,,,
13737217,"Circus wagon with great view, bikes, free parking",21403022,Dirk-Jan En Joan,,Noord-West,52.417267002447275,4.90081981204998,Private room,70,4,16,2017-08-02,0.94,1,323,,,
8694219,Your own floor in our lovely house,13270719,Igor,,Noord-West,52.40605139679166,4.900400920539482,Private room,153,1,18,2017-12-03,0.83,2,342,,,
11446590,"Lovely room, free parking and bike",3694517,Marijke,,Noord-West,52.411215939718595,4.895949197454343,Private room,55,2,38,2017-11-03,1.79,1,67,,,
21468204,Light apartment in North area + free parking!,154860700,Mark,,Noord-West,52.40543706396311,4.911207085334032,Entire home/apt,95,2,3,2017-11-28,2.50,1,9,,,
20465459,Amsterdam Farm Lodge: cosy holiday home,135487531,Rogier & Nicole,,Noord-West,52.419531759132504,4.872321074274666,Entire home/apt,160,2,7,2017-11-26,2.44,6,170,,,
13314104,Spacious room for rent in Amsterdam-Noord,75134548,Mariusz,,Noord-West,52.41006763151246,4.9218162098491645,Private room,45,3,2,2016-06-30,0.11,1,0,,,
19310618,A place beyond believe,55156995,Talisa,,Noord-West,52.41590004897296,4.883894824210381,Entire home/apt,130,4,2,2017-08-20,0.42,1,156,,,
10823505,Gezinswoning met 4 slaapkamers,56041576,Henkjan,,Noord-West,52.40845654173405,4.906027978398211,Entire home/apt,120,4,12,2017-08-22,0.56,1,0,,,
20549160,Amsterdam Farm Lodge: group accommodation,135487531,Rogier & Nicole,,Noord-West,52.4187088314875,4.8719002247786865,Entire home/apt,165,2,6,2017-11-19,2.09,6,148,,,
18031676,Large house near center of Amsterdam,115282950,Cornelie,,Noord-West,52.40786805807228,4.903850740900314,Entire home/apt,150,2,1,2017-08-02,0.24,1,0,,,
19570505,"Spacious Houseboat, close to center, free parking",9775148,Roland,,Noord-West,52.413324136089095,4.9031373529746585,Entire home/apt,175,4,0,,,1,0,,,
18429450,Stay in old-timer beauty @ campsite of choice,11944049,Maik,,Noord-West,52.41049802946197,4.9063467001260515,Entire home/apt,30,2,4,2017-09-24,0.59,5,333,,,
9613135,House with garden. Near centre,20660883,Nancy,,Noord-West,52.413104311238364,4.8817245703901175,Private room,48,3,17,2016-09-28,0.91,1,174,,,
10562799,Country View House,52151519,René,,Noord-West,52.4123454291447,4.906723742547028,Entire home/apt,109,1,42,2017-11-05,1.91,1,79,,,
984134,Central and rustic situated B&B,5396559,Henk,,Noord-West,52.41782159631563,4.905628972419358,Entire home/apt,110,2,1,2016-04-06,0.05,2,311,,,
19339621,Amsterdam Farm Lodge, ideal for families,135487531,Rogier & Nicole,,Noord-West,52.41868526791079,4.872204818817432,Entire home/apt,200,2,17,2017-12-03,3.40,6,165,,
